analysis_model_id,analysis_model_label,text_id,passage_id,condition,author_id,author_name,work_id,work_title,split,qc_status,qc_flags,word_count_feature,sentence_count_feature,paragraph_count_feature,mean_sentence_words,median_sentence_words,std_sentence_words,short_sentence_ratio,long_sentence_ratio,punctuation_per_1000w,comma_per_1000w,semicolon_per_1000w,colon_per_1000w,dash_per_1000w,question_per_1000w,exclamation_per_1000w,quote_mark_per_1000w,apostrophe_per_1000w,ellipsis_per_1000w,type_token_ratio,root_type_token_ratio,hapax_ratio,avg_word_length,long_word_ratio,short_word_ratio,contraction_per_1000w,archaic_marker_per_1000w,abstract_suffix_per_1000w,dialogue_marker_per_1000w,fw_the_per_1000w,fw_and_per_1000w,fw_of_per_1000w,fw_to_per_1000w,fw_a_per_1000w,fw_in_per_1000w,fw_that_per_1000w,fw_it_per_1000w,fw_is_per_1000w,fw_was_per_1000w,fw_i_per_1000w,fw_for_per_1000w,fw_with_per_1000w,fw_as_per_1000w,fw_his_per_1000w,fw_he_per_1000w,fw_be_per_1000w,fw_not_per_1000w,fw_by_per_1000w,fw_but_per_1000w,fw_had_per_1000w,fw_you_per_1000w,fw_at_per_1000w,fw_on_per_1000w,fw_her_per_1000w,fw_which_per_1000w,fw_have_per_1000w,fw_or_per_1000w,fw_from_per_1000w,fw_this_per_1000w,fw_my_per_1000w,fw_me_per_1000w,fw_all_per_1000w,fw_so_per_1000w,fw_were_per_1000w,fw_they_per_1000w,fw_him_per_1000w,fw_she_per_1000w,fw_there_per_1000w,fw_no_per_1000w,fw_one_per_1000w,fw_their_per_1000w,fw_we_per_1000w,fw_what_per_1000w,fw_if_per_1000w,fw_would_per_1000w,fw_when_per_1000w,fw_who_per_1000w,fw_will_per_1000w,fw_more_per_1000w,fw_an_per_1000w,fw_do_per_1000w,fw_are_per_1000w,fw_than_per_1000w,fw_could_per_1000w,fw_them_per_1000w,fw_been_per_1000w,char3__space_th,char3_the,char3_he_space_,char3__space_an,char3_nd_space_,char3_and,char3_ed_space_,char3__space_to,char3__space_of,char3_ing,char3_of_space_,char3_to_space_,char3__space_he,char3_ng_space_,char3__space_in,char3_at_space_,char3_er_space_,char3__space_ha,char3__space_i_space_,char3_as_space_,char3__space_a_space_,char3_her,char3_comma_space_a,char3__space_be,char3__space_wa,char3_d_space_t,char3_in_space_,char3_is_space_,char3_re_space_,char3_hat,char3_e_space_t,char3__space_co,char3__space_wh,char3_tha,char3__space_it,char3__space_hi,char3_you,char3_e_space_a,char3_e_space_w,char3_was,char3__space_yo,char3__space_no,char3_en_space_,char3_n_space_t,char3_on_space_,char3_e_space_s,char3__space_wi,char3_t_space_t,char3_ere,char3_ut_space_,char3_ecomma_space_,char3_it_space_,char3_his,char3_ver,char3_for,char3__space_sh,char3__space_fo,char3_or_space_,char3_ly_space_,char3_ent,char3_me_space_,char3__space_on,char3_e_space_o,char3__space_re,char3__space_we,char3__space_so,char3_ll_space_,char3__space_me,char3_t_space_i,char3_d_space_a,char3_thi,char3_ad_space_,char3_ld_space_,char3_s_space_a,char3_th_space_,char3_s_space_t,char3_all,char3__space_ma,char3_ion,char3_ve_space_,char3_e_space_h,char3_ith,char3__space_sa,char3_e_space_i,char3_an_space_,char3_ter,char3_st_space_,char3_ou_space_,char3_e_space_m,char3_f_space_t,char3_scomma_space_,char3_wit,char3_d_space_h,char3_not,char3__space_do,char3_had,char3__space_as,char3_oul,char3_ght,char3_t_space_a,char3__space_al,char3_es_space_,char3_ot_space_,char3_s_space_o,char3_uld,char3_le_space_,char3_t_space_w,char3__space_wo,char3_d_space_i,char3__space_mo,char3_e_space_c,char3_ch_space_,char3__space_my,char3_eve,char3_she,char3__space_se,char3_t_space_h,char3_hin,char3__space_bu,char3_t_space_o
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|DICKENS_GREAT_EXPECTATIONS_014,DICKENS_GREAT_EXPECTATIONS_014,original,dickens,Charles Dickens,great_expectations,Great Expectations,train,pass,,554,23,10,24.086957,22,19.260035,0.26087,0.130435,167.870036,83.032491,7.220217,1.805054,1.805054,5.415162,0.0,30.685921,7.220217,0.0,0.469314,11.046342,0.33574,4.202166,0.097473,0.494585,5.415162,0.0,16.245487,30.685921,57.761733,36.101083,39.711191,25.270758,27.075812,10.830325,19.855596,10.830325,5.415162,12.635379,28.880866,3.610108,9.025271,5.415162,12.635379,10.830325,1.805054,3.610108,14.440433,5.415162,12.635379,0.0,7.220217,16.245487,18.050542,0.0,1.805054,1.805054,5.415162,1.805054,7.220217,3.610108,7.220217,0.0,5.415162,1.805054,7.220217,19.855596,1.805054,3.610108,5.415162,0.0,5.415162,0.0,7.220217,1.805054,5.415162,0.0,0.0,0.0,1.805054,0.0,0.0,7.220217,1.805054,3.610108,1.805054,17.526121,15.166835,16.852039,8.088979,7.751938,7.077856,6.403775,5.392653,7.751938,5.055612,7.414897,5.055612,6.403775,4.044489,2.696326,5.392653,7.751938,3.707449,5.055612,3.033367,5.055612,5.729693,5.729693,3.370408,3.370408,4.044489,2.022245,3.370408,1.685204,4.044489,4.044489,1.011122,2.022245,5.392653,2.022245,3.707449,0.337041,2.696326,4.044489,2.359285,0.337041,2.359285,2.696326,3.370408,3.707449,2.359285,2.359285,3.033367,1.348163,4.044489,3.370408,2.022245,2.696326,0.674082,2.022245,3.707449,1.685204,1.011122,2.359285,2.022245,1.011122,4.044489,3.033367,2.359285,3.033367,0.0,1.348163,0.674082,1.685204,3.033367,0.674082,2.359285,0.674082,2.696326,2.359285,0.674082,2.696326,2.022245,1.348163,0.674082,3.033367,2.022245,2.022245,1.011122,3.707449,1.685204,1.685204,0.0,0.674082,3.033367,2.696326,2.022245,1.348163,1.685204,0.0,2.359285,1.011122,0.674082,0.674082,1.348163,2.696326,1.685204,1.011122,1.348163,0.674082,1.685204,1.685204,1.011122,1.011122,0.0,1.011122,0.337041,1.348163,0.674082,4.044489,2.022245,1.685204,0.674082,0.674082,4.38153
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|DICKENS_GREAT_EXPECTATIONS_015,DICKENS_GREAT_EXPECTATIONS_015,original,dickens,Charles Dickens,great_expectations,Great Expectations,validation,pass,,564,24,7,23.5,20.0,16.530275,0.333333,0.291667,191.489362,81.560284,10.638298,0.0,3.546099,0.0,1.77305,44.326241,23.049645,0.0,0.471631,11.200621,0.320922,4.285461,0.106383,0.460993,21.276596,0.0,7.092199,44.326241,62.056738,60.283688,23.049645,21.276596,15.957447,8.865248,15.957447,12.411348,0.0,14.184397,15.957447,3.546099,14.184397,17.730496,15.957447,10.638298,0.0,1.77305,1.77305,5.319149,21.276596,7.092199,12.411348,12.411348,0.0,3.546099,5.319149,3.546099,3.546099,3.546099,3.546099,8.865248,3.546099,5.319149,8.865248,10.638298,7.092199,0.0,7.092199,5.319149,3.546099,10.638298,1.77305,1.77305,8.865248,0.0,0.0,3.546099,0.0,1.77305,0.0,1.77305,0.0,3.546099,1.77305,7.092199,3.546099,24.763767,21.179537,13.3594,12.056044,12.056044,11.730205,6.84262,3.910068,4.235907,3.584229,4.235907,4.887586,3.584229,3.25839,4.235907,7.168459,3.910068,5.865103,2.932551,5.865103,2.932551,3.25839,9.123493,2.280873,4.235907,7.494298,1.955034,3.584229,4.235907,3.25839,2.606712,6.516781,2.280873,3.584229,2.280873,4.235907,1.303356,2.606712,3.25839,2.606712,1.303356,1.629195,2.932551,3.910068,2.280873,2.606712,2.606712,3.910068,3.584229,1.629195,2.932551,2.606712,3.584229,0.651678,0.651678,1.303356,0.977517,1.303356,1.955034,1.955034,2.932551,2.932551,3.25839,2.280873,2.606712,1.629195,1.955034,1.629195,2.932551,2.606712,1.629195,3.910068,0.325839,2.606712,3.910068,0.977517,2.606712,2.606712,0.651678,0.977517,0.977517,2.932551,1.955034,1.303356,1.955034,1.629195,1.303356,0.651678,1.303356,2.606712,2.932551,2.606712,1.955034,0.325839,1.955034,3.910068,2.606712,1.303356,0.651678,0.977517,0.977517,0.977517,0.977517,0.977517,0.977517,1.303356,1.629195,1.303356,0.651678,0.977517,2.932551,2.280873,1.629195,0.325839,0.325839,1.629195,1.629195,2.280873,0.977517,1.303356
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|DICKENS_GREAT_EXPECTATIONS_016,DICKENS_GREAT_EXPECTATIONS_016,original,dickens,Charles Dickens,great_expectations,Great Expectations,validation,pass,,565,37,12,15.27027,16,8.691868,0.351351,0.0,272.566372,113.274336,5.309735,1.769912,12.389381,8.849558,5.309735,67.256637,10.619469,0.0,0.453097,10.770001,0.304425,4.152212,0.104425,0.490265,10.619469,0.0,23.00885,67.256637,24.778761,37.168142,24.778761,24.778761,17.699115,17.699115,23.00885,10.619469,5.309735,5.309735,54.867257,5.309735,7.079646,1.769912,5.309735,1.769912,1.769912,7.079646,1.769912,5.309735,3.539823,40.707965,1.769912,14.159292,14.159292,1.769912,10.619469,1.769912,1.769912,5.309735,12.389381,17.699115,5.309735,3.539823,3.539823,1.769912,3.539823,3.539823,5.309735,8.849558,3.539823,0.0,5.309735,8.849558,7.079646,0.0,8.849558,0.0,0.0,3.539823,0.0,0.0,5.309735,1.769912,1.769912,0.0,1.769912,14.421501,8.194035,5.571944,7.210751,7.866273,8.521796,3.933137,7.210751,4.916421,5.571944,4.588659,4.916421,5.899705,4.260898,4.260898,5.899705,2.949853,4.588659,8.521796,1.966568,2.949853,6.882989,1.966568,3.605375,1.638807,1.638807,3.277614,2.622091,3.933137,5.899705,2.949853,1.638807,4.260898,4.588659,1.966568,1.638807,9.177319,3.277614,0.327761,0.983284,8.849558,3.933137,3.605375,3.277614,3.933137,0.327761,1.638807,3.277614,1.966568,1.638807,2.622091,1.311046,1.966568,1.966568,2.29433,1.311046,1.966568,1.311046,1.966568,1.966568,3.933137,3.933137,0.655523,1.966568,2.29433,0.983284,2.949853,3.933137,2.29433,1.311046,2.29433,0.983284,2.29433,1.638807,1.966568,1.638807,2.622091,0.983284,3.277614,2.29433,1.311046,1.966568,4.260898,1.311046,0.983284,1.311046,2.29433,7.210751,0.655523,1.638807,1.311046,1.638807,1.638807,1.966568,1.638807,0.655523,0.983284,0.327761,1.638807,0.655523,2.622091,0.983284,1.638807,2.29433,0.327761,0.0,0.655523,0.655523,1.638807,2.29433,0.655523,0.327761,2.949853,1.311046,0.655523,0.655523,0.327761,1.638807,0.983284,1.311046
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|DICKENS_GREAT_EXPECTATIONS_017,DICKENS_GREAT_EXPECTATIONS_017,original,dickens,Charles Dickens,great_expectations,Great Expectations,validation,pass,,553,42,18,13.166667,9.5,13.515276,0.595238,0.02381,347.197107,121.157324,3.616637,0.0,7.233273,10.84991,3.616637,119.349005,21.699819,0.0,0.473779,11.141373,0.325497,4.155515,0.074141,0.479204,19.891501,0.0,10.84991,119.349005,47.016275,30.74141,21.699819,25.316456,23.508137,12.658228,9.041591,5.424955,3.616637,9.041591,21.699819,5.424955,12.658228,16.274864,18.083183,18.083183,9.041591,0.0,7.233273,5.424955,10.84991,16.274864,5.424955,5.424955,0.0,1.808318,5.424955,0.0,0.0,5.424955,5.424955,12.658228,7.233273,1.808318,3.616637,5.424955,3.616637,0.0,0.0,10.84991,3.616637,0.0,5.424955,3.616637,5.424955,1.808318,3.616637,3.616637,1.808318,0.0,0.0,1.808318,3.616637,1.808318,1.808318,1.808318,1.808318,16.246684,13.262599,11.93634,6.299735,7.95756,8.62069,7.29443,5.96817,3.97878,4.973475,3.647215,4.64191,3.97878,4.64191,1.98939,3.31565,1.98939,6.6313,2.65252,4.64191,3.97878,1.657825,5.636605,3.31565,3.31565,5.96817,2.320955,4.973475,2.320955,2.984085,3.97878,3.97878,2.984085,2.320955,0.994695,3.97878,4.64191,1.657825,2.320955,1.657825,4.310345,2.65252,3.97878,1.657825,2.320955,1.32626,2.65252,2.65252,0.994695,3.647215,3.31565,0.994695,4.310345,1.32626,1.32626,3.647215,1.32626,1.32626,0.66313,0.994695,1.98939,1.657825,1.98939,1.98939,6.6313,0.994695,3.647215,2.65252,1.32626,2.984085,1.657825,2.65252,2.65252,2.320955,1.98939,1.657825,2.984085,2.984085,1.32626,1.32626,1.32626,2.65252,4.64191,0.331565,1.98939,0.66313,0.994695,1.657825,2.320955,1.657825,2.320955,2.65252,1.657825,0.66313,2.320955,1.98939,3.31565,1.98939,1.32626,0.331565,0.994695,0.994695,0.331565,0.331565,1.98939,0.66313,1.98939,0.66313,0.66313,0.66313,1.32626,0.331565,0.994695,0.331565,0.0,0.66313,1.98939,0.994695,0.331565,1.657825
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|DICKENS_GREAT_EXPECTATIONS_018,DICKENS_GREAT_EXPECTATIONS_018,original,dickens,Charles Dickens,great_expectations,Great Expectations,test,pass,,554,20,11,27.7,26.0,16.41676,0.05,0.2,212.99639,104.693141,3.610108,0.0,10.830325,1.805054,0.0,50.541516,10.830325,0.0,0.50722,11.938546,0.370036,4.413357,0.128159,0.442238,9.025271,0.0,21.66065,50.541516,41.516245,32.490975,34.296029,27.075812,32.490975,19.855596,12.635379,10.830325,0.0,9.025271,21.66065,14.440433,9.025271,7.220217,7.220217,9.025271,3.610108,3.610108,7.220217,1.805054,7.220217,1.805054,12.635379,12.635379,0.0,3.610108,3.610108,0.0,1.805054,9.025271,7.220217,5.415162,1.805054,7.220217,3.610108,1.805054,1.805054,0.0,1.805054,0.0,10.830325,0.0,18.050542,0.0,5.415162,14.440433,3.610108,0.0,1.805054,5.415162,5.415162,0.0,1.805054,1.805054,1.805054,0.0,5.415162,16.441006,10.960671,9.026435,7.736944,7.736944,8.059317,4.83559,5.480335,6.447453,8.704062,6.125081,6.447453,5.157963,6.125081,6.125081,4.83559,3.546099,3.868472,3.223727,2.901354,5.802708,4.83559,3.868472,3.223727,3.223727,2.256609,4.190845,2.901354,2.578981,2.578981,4.190845,3.868472,1.289491,2.578981,1.934236,1.611863,0.322373,6.125081,2.578981,1.611863,0.322373,0.322373,2.901354,2.578981,3.223727,0.967118,1.611863,1.934236,1.289491,1.289491,3.223727,0.967118,2.901354,2.256609,3.868472,1.289491,3.868472,2.256609,3.223727,1.611863,1.934236,4.190845,2.256609,2.256609,4.83559,2.256609,0.967118,1.289491,0.967118,3.223727,3.546099,1.289491,2.901354,0.967118,1.934236,1.611863,1.289491,0.967118,1.934236,1.611863,1.611863,1.611863,1.289491,0.967118,1.289491,0.644745,1.289491,0.322373,1.934236,0.967118,3.868472,1.611863,0.644745,1.289491,0.0,1.289491,1.934236,2.901354,2.256609,0.967118,1.289491,0.644745,1.289491,0.0,2.901354,1.611863,1.611863,3.546099,0.644745,1.611863,1.289491,1.289491,0.644745,0.644745,0.967118,0.967118,2.256609,1.934236,1.934236,2.578981
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|DICKENS_GREAT_EXPECTATIONS_019,DICKENS_GREAT_EXPECTATIONS_019,original,dickens,Charles Dickens,great_expectations,Great Expectations,test,pass,,564,26,11,21.692308,18.0,16.23569,0.423077,0.153846,205.673759,83.333333,5.319149,1.77305,3.546099,0.0,0.0,54.964539,12.411348,0.0,0.519504,12.337526,0.384752,4.251773,0.115248,0.469858,12.411348,0.0,15.957447,54.964539,56.737589,33.687943,33.687943,24.822695,24.822695,15.957447,21.276596,19.503546,7.092199,10.638298,24.822695,7.092199,3.546099,7.092199,7.092199,5.319149,7.092199,1.77305,7.092199,5.319149,5.319149,19.503546,1.77305,12.411348,7.092199,1.77305,1.77305,0.0,3.546099,3.546099,5.319149,7.092199,3.546099,1.77305,5.319149,0.0,3.546099,5.319149,3.546099,1.77305,1.77305,0.0,12.411348,0.0,1.77305,0.0,0.0,1.77305,0.0,0.0,5.319149,1.77305,3.546099,0.0,1.77305,1.77305,5.319149,19.595036,13.716525,12.083605,7.184847,8.491182,7.184847,7.184847,5.878511,6.531679,5.551927,6.205095,4.898759,3.919007,3.919007,3.919007,4.572175,4.245591,2.286088,2.612671,3.265839,4.572175,3.592423,4.572175,2.612671,2.939255,4.572175,2.939255,3.265839,3.265839,4.572175,4.572175,2.286088,1.959504,5.225343,3.592423,2.286088,4.572175,3.592423,2.286088,2.286088,3.919007,1.959504,2.286088,2.612671,3.592423,2.286088,0.979752,2.939255,2.939255,1.959504,2.939255,3.265839,1.959504,1.959504,1.63292,1.959504,1.63292,1.63292,2.286088,3.919007,3.265839,2.286088,2.612671,3.265839,4.572175,1.306336,2.612671,2.612671,0.653168,0.653168,2.286088,0.979752,0.979752,1.63292,0.979752,1.306336,1.306336,2.612671,1.306336,0.326584,1.306336,0.653168,2.612671,0.653168,1.63292,1.959504,1.63292,1.959504,1.959504,1.959504,0.326584,0.653168,0.979752,0.653168,0.979752,0.979752,1.306336,0.653168,2.286088,1.959504,0.653168,0.979752,0.979752,0.0,0.653168,4.245591,2.286088,0.979752,2.612671,0.979752,1.63292,1.306336,0.979752,0.653168,1.63292,1.63292,1.306336,1.306336,1.306336,2.286088
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|DICKENS_GREAT_EXPECTATIONS_020,DICKENS_GREAT_EXPECTATIONS_020,original,dickens,Charles Dickens,great_expectations,Great Expectations,test,pass,,553,27,11,20.481481,17,22.509867,0.407407,0.074074,180.831826,75.949367,10.84991,0.0,5.424955,5.424955,0.0,25.316456,3.616637,0.0,0.450271,10.588557,0.323689,4.094033,0.072333,0.479204,3.616637,0.0,7.233273,25.316456,94.03255,52.44123,28.933092,14.466546,19.891501,25.316456,23.508137,21.699819,9.041591,18.083183,27.124774,3.616637,10.84991,9.041591,0.0,3.616637,0.0,7.233273,3.616637,0.0,18.083183,1.808318,3.616637,10.84991,0.0,0.0,3.616637,1.808318,3.616637,0.0,18.083183,5.424955,5.424955,9.041591,9.041591,1.808318,0.0,0.0,7.233273,0.0,1.808318,1.808318,1.808318,3.616637,0.0,0.0,7.233273,0.0,0.0,0.0,1.808318,1.808318,0.0,0.0,1.808318,3.616637,7.233273,26.524285,22.046159,18.601447,10.334137,11.712022,10.334137,7.233896,5.167069,5.856011,7.922838,5.51154,3.100241,1.722356,5.167069,6.200482,6.200482,2.066827,4.822597,5.167069,5.51154,3.789184,1.377885,4.822597,3.444712,4.133655,5.51154,5.856011,1.722356,4.133655,5.167069,3.444712,3.100241,2.066827,4.478126,4.822597,0.344471,0.344471,0.688942,3.789184,3.444712,0.344471,2.411299,4.478126,6.889425,2.411299,4.822597,5.51154,3.100241,3.444712,2.066827,2.066827,3.100241,0.0,2.411299,1.033414,2.75577,2.411299,1.722356,1.722356,1.033414,3.444712,2.411299,1.033414,2.066827,2.411299,2.75577,0.688942,1.377885,2.066827,5.167069,1.377885,4.822597,0.688942,1.033414,2.411299,1.377885,1.722356,2.411299,1.033414,0.688942,0.344471,2.411299,1.722356,2.75577,0.688942,2.066827,1.722356,0.344471,2.066827,1.377885,1.033414,2.411299,1.377885,2.066827,2.411299,4.133655,2.066827,0.344471,3.100241,0.344471,1.377885,2.75577,1.033414,3.100241,0.344471,1.722356,2.066827,0.344471,1.722356,0.344471,2.75577,1.033414,3.789184,1.033414,0.688942,1.377885,2.411299,2.066827,0.344471,2.411299
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|POE_WORKS_VOLUME_1_001,POE_WORKS_VOLUME_1_001,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,train,pass,,584,30,6,19.466667,19.5,12.035318,0.366667,0.033333,140.410959,70.205479,8.561644,0.0,0.0,0.0,0.0,8.561644,1.712329,0.0,0.496575,12.000285,0.39726,4.344178,0.119863,0.494863,0.0,1.712329,17.123288,8.561644,63.356164,22.260274,54.794521,37.671233,25.684932,29.109589,11.986301,13.69863,22.260274,3.424658,0.0,8.561644,10.273973,5.136986,34.246575,20.547945,6.849315,1.712329,10.273973,3.424658,0.0,0.0,1.712329,1.712329,0.0,11.986301,3.424658,3.424658,8.561644,5.136986,0.0,0.0,13.69863,3.424658,0.0,0.0,15.410959,1.712329,3.424658,1.712329,1.712329,0.0,11.986301,1.712329,0.0,0.0,0.0,1.712329,0.0,0.0,5.136986,0.0,3.424658,0.0,0.0,1.712329,0.0,16.880275,13.441701,15.942482,6.251954,6.251954,5.626758,1.875586,6.877149,10.315724,6.564551,10.003126,7.502344,3.751172,5.626758,5.939356,3.125977,2.813379,2.500781,0.0,2.500781,4.688965,0.937793,4.06377,2.188184,1.250391,2.188184,6.251954,11.253517,1.562988,2.500781,2.188184,3.438575,3.125977,2.188184,2.813379,9.690528,0.0,2.813379,0.937793,0.625195,0.0,0.625195,0.625195,2.500781,2.813379,3.751172,1.562988,1.250391,0.937793,0.625195,1.875586,2.813379,7.189747,2.188184,2.500781,1.562988,2.188184,2.500781,1.875586,0.625195,0.625195,1.562988,2.813379,3.125977,2.500781,1.875586,3.125977,0.625195,0.937793,1.250391,1.250391,0.0,0.312598,2.500781,2.188184,4.688965,4.376368,1.562988,2.500781,1.562988,2.188184,1.875586,0.625195,1.875586,0.937793,1.250391,1.250391,0.0,3.125977,3.125977,3.125977,1.875586,1.250391,0.625195,0.312598,0.625195,1.250391,0.0,0.625195,0.937793,3.438575,5.314161,0.312598,5.939356,0.0,2.188184,0.937793,1.562988,0.625195,0.625195,1.875586,3.125977,1.562988,1.250391,0.625195,1.562988,0.625195,1.562988,0.937793,2.500781
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|POE_WORKS_VOLUME_1_002,POE_WORKS_VOLUME_1_002,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,train,pass,,556,24,6,23.166667,20.0,18.602569,0.333333,0.166667,160.071942,80.935252,5.395683,1.798561,3.597122,0.0,1.798561,19.784173,7.194245,0.0,0.535971,12.638015,0.417266,4.404676,0.138489,0.480216,3.597122,0.0,32.374101,19.784173,39.568345,44.964029,46.76259,39.568345,26.978417,19.784173,14.388489,12.589928,5.395683,14.388489,14.388489,1.798561,8.992806,5.395683,3.597122,5.395683,14.388489,3.597122,5.395683,8.992806,0.0,1.798561,8.992806,1.798561,14.388489,7.194245,8.992806,1.798561,1.798561,5.395683,5.395683,1.798561,7.194245,3.597122,3.597122,1.798561,7.194245,5.395683,7.194245,1.798561,1.798561,1.798561,17.985612,5.395683,3.597122,1.798561,5.395683,1.798561,0.0,5.395683,1.798561,1.798561,3.597122,1.798561,0.0,0.0,0.0,15.244891,11.352579,9.406422,9.082063,8.757704,8.433344,5.18975,7.784625,8.433344,4.216672,8.433344,7.135907,4.865391,3.567953,4.865391,5.18975,4.541031,2.919235,2.594875,3.892313,4.216672,6.162828,2.594875,3.892313,2.919235,1.621797,3.892313,2.594875,3.892313,3.567953,3.892313,2.594875,3.567953,2.919235,2.594875,1.946156,0.973078,2.594875,3.243594,2.594875,0.648719,0.973078,4.216672,1.297438,2.270516,1.946156,2.270516,2.594875,2.594875,1.946156,2.594875,2.270516,1.621797,2.594875,1.297438,1.621797,0.648719,0.648719,4.541031,2.919235,0.0,1.946156,2.919235,2.919235,4.865391,1.946156,2.270516,1.946156,0.973078,1.297438,1.621797,0.324359,0.648719,1.946156,1.946156,1.946156,3.567953,2.270516,1.946156,3.892313,2.270516,1.621797,0.973078,0.324359,1.946156,1.297438,2.919235,0.324359,1.621797,3.243594,1.946156,1.621797,1.297438,1.621797,0.324359,0.0,1.297438,0.324359,0.648719,2.594875,1.946156,0.973078,0.973078,1.297438,0.324359,0.973078,2.919235,0.648719,1.946156,1.946156,2.270516,3.243594,0.648719,2.270516,1.621797,1.946156,0.973078,1.297438,1.621797,0.973078
groq_llama_3_3_70b_free,Groq Llama 3.3 70B,groq_llama_3_3_70b_free|original|POE_WORKS_VOLUME_1_003,POE_WORKS_VOLUME_1_003,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,train,pass,,581,16,3,36.3125,39.5,22.359894,0.0,0.5,165.232358,113.597246,1.72117,0.0,13.769363,0.0,0.0,5.163511,0.0,0.0,0.533563,12.860967,0.430293,4.461274,0.158348,0.459552,0.0,0.0,24.096386,5.163511,68.846816,56.798623,46.471601,22.375215,34.423408,24.096386,6.884682,13.769363,5.163511,5.163511,41.30809,5.163511,8.605852,10.327022,0.0,0.0,3.442341,5.163511,3.442341,1.72117,5.163511,0.0,8.605852,3.442341,0.0,8.605852,3.442341,0.0,1.72117,3.442341,22.375215,10.327022,5.163511,1.72117,1.72117,0.0,0.0,0.0,0.0,1.72117,3.442341,1.72117,0.0,0.0,1.72117,0.0,5.163511,0.0,0.0,1.72117,0.0,0.0,0.0,1.72117,0.0,0.0,1.72117,17.813268,13.820639,12.285012,10.135135,11.977887,10.749386,7.063882,4.299754,8.292383,6.756757,8.292383,4.299754,1.842752,6.142506,5.22113,3.071253,2.764128,1.842752,7.063882,2.764128,5.528256,0.614251,8.292383,1.842752,1.228501,4.60688,5.22113,1.535627,0.614251,1.228501,2.764128,3.071253,3.071253,1.535627,3.071253,0.307125,0.0,1.842752,1.228501,0.921376,0.0,1.535627,2.149877,2.457002,1.842752,1.535627,3.071253,1.535627,1.535627,1.535627,2.457002,2.149877,0.614251,3.992629,2.764128,1.228501,3.378378,1.228501,5.528256,3.071253,2.764128,1.535627,3.992629,1.842752,0.307125,0.614251,1.535627,2.149877,2.149877,3.378378,1.228501,1.228501,0.307125,0.921376,1.842752,0.614251,4.299754,1.842752,1.842752,1.535627,0.921376,2.149877,0.614251,1.228501,0.307125,1.842752,1.842752,0.0,1.228501,3.071253,2.149877,2.149877,0.307125,0.921376,0.614251,0.921376,2.149877,0.0,2.149877,2.764128,1.228501,0.614251,1.535627,1.228501,0.0,3.071253,0.307125,0.307125,3.071253,0.921376,2.457002,1.842752,3.992629,1.535627,0.0,1.535627,0.921376,0.921376,1.535627,1.535627
